company,week_start,orders,canceled,total_qty,gmv_idr,cod_orders,jubelio_shipment_orders,orders_shopee,orders_tokopedia,orders_lazada,orders_other
Company_I,2024-10-28,14566,928,17967,2258850329,6824,0,8266,5790,510,0
Company_I,2024-11-04,17012,1173,18733,2518304004,8019,0,9322,7044,646,0
Company_I,2024-11-11,19405,1306,20942,2865327234,9041,0,12040,6254,1111,0
Company_I,2024-11-18,15084,1020,16462,2290233178,7656,0,9121,5352,611,0
Company_I,2024-11-25,17701,1278,19188,2725017107,8343,0,11356,5749,596,0
Company_I,2024-12-02,17808,1819,19176,2809123887,8677,0,10399,6764,645,0
Company_I,2024-12-09,31981,2372,34556,4495629951,14504,0,23195,7417,1369,0
Company_I,2024-12-16,15239,1257,16266,2167338729,7149,0,9827,4862,550,0
Company_I,2024-12-23,15532,1285,16921,2145650164,6935,0,10058,5030,444,0
Company_I,2024-12-30,17724,1154,19284,2406804587,7498,0,12288,4834,602,0
Company_I,2025-01-06,12809,962,14234,1859611414,5523,0,8369,3994,446,0
Company_I,2025-01-13,11671,840,12857,1715445293,5072,0,7981,3202,488,0
Company_I,2025-01-20,11777,868,16744,1709597767,4975,0,8245,3039,493,0
Company_I,2025-01-27,12586,825,13795,1850529351,5045,0,9228,2840,518,0
Company_I,2025-02-03,10297,741,11088,1497530547,4355,0,6792,2932,573,0
Company_I,2025-02-10,9593,710,10386,1448825832,4161,0,6106,2812,675,0
Company_I,2025-02-17,9853,626,15316,1212081407,3591,0,6912,2424,517,0
Company_I,2025-02-24,15660,1036,16657,2296865197,6546,0,10492,4211,957,0
Company_I,2025-03-03,21744,1595,23136,3238469415,9988,0,13942,5935,1867,0
Company_I,2025-03-10,23373,1939,24607,3587558953,11846,0,13397,8523,1453,0
Company_I,2025-03-17,23096,2187,24352,3580034791,12106,0,11910,9196,1990,0
Company_I,2025-03-24,10603,953,11303,1617320758,5141,0,6512,3406,685,0
Company_I,2025-03-31,11975,744,12601,1747414222,5406,0,7465,3346,1164,0
Company_I,2025-04-07,15047,1261,15816,2191116191,7452,0,8516,5956,575,0
Company_I,2025-04-14,12576,1152,13242,1900173463,6213,0,6990,5188,398,0
Company_I,2025-04-21,11676,1029,12329,1804956775,5718,0,6464,4541,671,0
Company_I,2025-04-28,10850,1110,18434,2411079588,5138,0,6083,4296,469,2
Company_I,2025-05-05,10691,1067,11500,1712360197,5108,0,6295,3820,575,1
Company_I,2025-05-12,9018,935,9534,1418998607,4591,0,4608,3798,612,0
Company_I,2025-05-19,11101,1144,11855,1719364663,5609,0,6008,4298,795,0
Company_I,2025-05-26,12158,1309,12931,1813072814,6327,0,6271,5435,452,0
Company_I,2025-06-02,15803,1544,16758,2285724957,7719,0,8847,5832,1124,0
Company_I,2025-06-09,11624,1079,12316,1690806333,6075,0,6259,5109,256,0
Company_I,2025-06-16,10389,1075,11020,1522752647,5667,0,6001,4223,165,0
Company_I,2025-06-23,11743,1123,12481,1698014117,6095,0,7450,4198,95,0
Company_I,2025-06-30,13558,1128,14340,1959947677,6649,0,8148,5276,134,0
Company_I,2025-07-07,11944,835,12677,1775310258,5519,0,8342,3396,206,0
Company_I,2025-07-14,7892,621,8392,1229176240,3864,0,5425,2366,101,0
Company_I,2025-07-21,8775,738,9299,1371722967,4318,0,5978,2667,130,0
Company_I,2025-07-28,8969,793,9460,1382019855,4408,0,6132,2747,90,0
Company_I,2025-08-04,13078,871,13737,1891213325,6196,0,9489,3383,206,0
Company_I,2025-08-11,10345,800,10853,1512672560,5698,0,5318,4919,108,0
Company_I,2025-08-18,11732,698,12349,1746739093,6760,0,5336,6283,113,0
Company_I,2025-08-25,15325,723,15885,2218637939,8724,0,7139,8003,183,0
Company_I,2025-09-01,18046,1187,19217,2596826016,10321,0,7417,10482,146,1
Company_I,2025-09-08,26942,1648,27870,3983618608,15679,0,10873,15656,413,0
Company_I,2025-09-15,15075,583,15828,2418340919,8364,0,7729,7185,161,0
Company_I,2025-09-22,22483,675,23497,3418987414,12429,0,12650,9565,268,0
Company_I,2025-09-29,14687,1070,15366,2149059992,7666,0,8631,5949,107,0
Company_I,2025-10-06,18833,1970,19671,2584573231,9796,0,10651,8049,133,0
Company_I,2025-10-13,9866,934,10308,1413835483,5206,0,6109,3669,88,0
Company_I,2025-10-20,13833,1240,14562,1916092477,7765,0,6996,6755,82,0
Company_I,2025-10-27,14618,1004,15264,2192429121,8113,0,7929,6610,79,0
Company_I,2025-11-03,17166,1196,17955,2593536473,9597,0,8241,8868,57,0
Company_I,2025-11-10,21241,1094,22323,3168827640,11550,0,11997,9029,215,0
Company_I,2025-11-17,17343,680,18522,2634668603,9930,0,10925,6315,103,0
Company_I,2025-11-24,20794,883,21848,3011442827,10448,0,12899,7762,133,0
Company_I,2025-12-01,20650,1820,21941,3220318448,10756,0,10494,10074,82,0
Company_I,2025-12-08,33414,2758,35399,4929553153,17182,0,16890,16271,253,0
Company_I,2025-12-15,15107,1059,16072,2329093949,8192,0,8003,7024,80,0
Company_I,2025-12-22,16438,940,17686,2408996629,8814,0,9254,7078,106,0
Company_I,2025-12-29,9700,347,10174,1399339734,4670,0,7025,2589,86,0
Company_F,2024-01-01,12390,199,31185,2347152575,0,0,7808,4242,164,176
Company_F,2024-01-08,8360,117,34034,1619862432,0,0,4778,3337,84,161
Company_F,2024-01-15,10966,288,28011,2512389175,0,0,4632,6134,89,111
Company_F,2024-01-22,15958,248,43161,3063542956,0,0,8161,7435,157,205
Company_F,2024-01-29,16368,124,28577,3136373977,0,0,10789,5289,121,169
Company_F,2024-02-05,7142,82,43024,3644703833,0,0,4076,2814,76,176
Company_F,2024-02-12,6918,88,18962,2086291097,0,0,4231,2540,66,81
Company_F,2024-02-19,9798,83,38932,3665767275,0,0,5878,3697,99,124
Company_F,2024-02-26,22322,347,55786,4130962024,0,0,12759,9132,218,213
Company_F,2024-03-04,11058,163,44270,2030423807,0,0,6119,4555,213,171
Company_F,2024-03-11,9581,129,53443,2024394575,0,0,5482,3839,108,152
Company_F,2024-03-18,10702,108,58339,2064235698,0,0,6792,3548,144,218
Company_F,2024-03-25,22545,258,41995,4179826791,0,0,15497,6433,338,277
Company_F,2024-04-01,16452,175,48452,2877112559,0,0,11096,4864,218,274
Company_F,2024-04-08,7149,84,10127,1312477829,0,0,4474,2554,73,48
Company_F,2024-04-15,10462,117,27340,2054077543,0,0,7335,2954,73,100
Company_F,2024-04-22,14548,221,75389,2916381389,0,0,9502,4743,112,191
Company_F,2024-04-29,18377,221,39991,3284531105,0,0,13598,4437,174,168
Company_F,2024-05-06,10623,86,27800,2017691094,0,0,8004,2324,120,175
Company_F,2024-05-13,10869,116,51746,2001061286,0,0,7532,3143,45,149
Company_F,2024-05-20,10940,125,30396,2184338663,0,0,7281,3298,91,270
Company_F,2024-05-27,12736,134,63345,2228595370,0,0,9345,3130,109,152
Company_F,2024-06-03,21153,230,44866,3799589462,0,0,16029,4535,414,175
Company_F,2024-06-10,9785,145,43063,1826018007,1,0,7090,2411,147,137
Company_F,2024-06-17,8034,116,24611,1477973194,0,0,5395,2460,58,121
Company_F,2024-06-24,14623,184,48704,2652308541,0,0,9807,4530,109,177
Company_F,2024-07-01,17399,353,43359,3523513850,0,0,10837,6293,105,164
Company_F,2024-07-08,8394,62,50449,3760768356,8,0,6388,1661,98,247
Company_F,2024-07-15,8109,89,33909,1574939100,18,0,5708,2140,44,217
Company_F,2024-07-22,16039,346,48769,2937994014,8,0,7686,7642,53,658
Company_F,2024-07-29,11744,101,58247,2174338933,7,0,8827,2735,83,99
Company_F,2024-08-05,14672,144,35246,2638576080,15,0,10664,3662,166,180
Company_F,2024-08-12,9809,530,48449,1776410451,6,0,5658,2668,91,1392
Company_F,2024-08-19,15619,189,30794,2685218693,4,0,10838,3947,85,749
Company_F,2024-08-26,16754,169,47146,2837101073,11,0,12232,3653,101,768
Company_F,2024-09-02,20825,309,47296,3498456934,11,0,12787,7002,73,963
Company_F,2024-09-09,22664,362,52144,3759348941,15,0,16222,5571,126,745
Company_F,2024-09-16,14585,83,44273,2528056037,6,0,11569,2636,49,331
Company_F,2024-09-23,25054,316,59784,4083128784,16,0,17439,7219,153,243
Company_F,2024-09-30,26856,271,89487,3494744921,13,0,19179,7490,59,128
Company_F,2024-10-07,36948,316,80282,5083436361,11,0,28999,7581,130,238
Company_F,2024-10-14,16019,108,75471,2414444538,17,0,12310,3431,71,207
Company_F,2024-10-21,21280,264,104464,3195077979,55,0,14595,5899,61,725
Company_F,2024-10-28,23509,427,53648,3638636864,15,0,17759,5542,73,135
Company_F,2024-11-04,23159,1096,52142,3472415126,10,0,15718,6593,292,556
Company_F,2024-11-11,23256,973,67342,3367178668,17,0,15910,6458,179,709
Company_F,2024-11-18,19729,763,55681,2622239712,12,0,15187,4278,151,113
Company_F,2024-11-25,24394,988,92808,3686174596,18,0,17783,6289,127,195
Company_F,2024-12-02,21440,2113,48946,3684952324,15,0,12503,8526,56,355
Company_F,2024-12-09,42576,4098,96265,7439965120,20,0,27818,14208,127,423
Company_F,2024-12-16,11746,1008,28829,1981853927,15,0,6508,5071,41,126
Company_F,2024-12-23,21298,1163,39415,3786453435,18,0,16006,5149,43,100
Company_F,2024-12-30,12847,548,30861,2113726922,7,0,9658,3026,61,102
Company_F,2025-01-06,9775,401,29663,1670218393,9,0,7484,2153,36,102
Company_F,2025-01-13,9785,374,46125,1532224835,8,0,7279,2109,52,345
Company_F,2025-01-20,12679,548,40870,4055182514,8,0,9750,2757,37,135
Company_F,2025-01-27,18333,647,39695,3620672262,12,0,15154,2992,40,147
Company_F,2025-02-03,9477,548,51966,1666970145,9,0,6892,2367,43,175
Company_F,2025-02-10,10906,657,51498,2192444628,14,0,7962,2570,175,199
Company_F,2025-02-17,9994,424,31153,1914006472,6,0,7834,1918,81,161
Company_F,2025-02-24,25772,1161,72892,5016334667,11,0,20883,4570,82,237
Company_F,2025-03-03,17347,1165,46604,3335399288,9,0,12585,4429,119,214
Company_F,2025-03-10,14765,1528,47317,2849754765,16,0,7632,6665,124,344
Company_F,2025-03-17,19432,1541,56435,3665981460,59,0,11783,7106,167,376
Company_F,2025-03-24,13841,870,20717,2548285153,38,0,10219,3447,79,96
Company_F,2025-03-31,13203,651,18473,2457516696,28,0,10328,2738,104,33
Company_F,2025-04-07,14785,459,76443,3119612515,22,0,12297,2273,40,175
Company_F,2025-04-14,10042,396,41117,1988716465,32,0,7724,2091,33,194
Company_F,2025-04-21,12258,582,77671,2358061610,41,0,9116,2827,121,194
Company_F,2025-04-28,17732,791,78176,3418454360,31,0,13844,3629,44,215
Company_F,2025-05-05,15659,1795,32290,2851782687,4,0,10054,5390,65,150
Company_F,2025-05-12,9304,398,60218,1780850728,4,0,6965,2098,26,215
Company_F,2025-05-19,12160,894,41238,2400222481,3,0,6750,4516,60,834
Company_F,2025-05-26,16512,842,40840,3226614068,5,0,10786,4370,73,1283
Company_F,2025-06-02,29708,1160,84506,5555663085,9,0,23192,5020,181,1315
Company_F,2025-06-09,9540,657,38427,1981665544,2,0,5308,2996,40,1196
Company_F,2025-06-16,11011,814,45507,2178926003,2,0,6546,3081,24,1360
Company_F,2025-06-23,16144,1402,45144,3235194347,7,0,9233,5359,92,1460
Company_F,2025-06-30,17194,1137,56514,3325026030,5,0,10323,4899,54,1918
Company_F,2025-07-07,14279,647,43938,2730005851,2,0,9348,2922,99,1910
Company_F,2025-07-14,9743,669,48803,1949995822,9,0,4942,2728,30,2043
Company_F,2025-07-21,14949,1256,44522,3000050397,9,0,7821,4833,94,2201
Company_F,2025-07-28,15791,1590,76527,3175870697,11,0,7459,6139,52,2141
Company_F,2025-08-04,17010,1184,68646,3383606737,18,0,9875,4965,128,2042
Company_F,2025-08-11,12287,659,40369,2807291024,15,0,5836,4267,56,2128
Company_F,2025-08-18,11386,641,82804,2336831975,3,0,4438,5457,78,1413
Company_F,2025-08-25,24050,1275,55431,4826544999,32,0,9522,12919,168,1441
Company_F,2025-09-01,21151,1321,70284,4160960482,16,0,9117,10114,56,1864
Company_F,2025-09-08,18802,999,76030,3727346566,15,0,8607,7999,240,1956
Company_F,2025-09-15,12215,474,46249,2565967664,5,0,5151,5422,140,1502
Company_F,2025-09-22,26596,891,64652,5026766010,13,0,15028,9574,236,1758
Company_F,2025-09-29,20362,1108,46630,3866690954,3,0,12173,6356,43,1790
Company_F,2025-10-06,23237,1776,50077,4467591519,2,0,14293,6928,431,1585
Company_F,2025-10-13,9784,565,55261,2019004767,12,0,5821,2443,57,1463
Company_F,2025-10-20,18886,1569,62634,3702622260,16,0,9287,7525,269,1805
Company_F,2025-10-27,19676,1066,46192,3865416983,5,0,10645,7208,154,1669
Company_F,2025-11-03,17368,985,98157,3347422739,4,0,7840,7556,101,1871
Company_F,2025-11-10,32357,1667,74565,6017035185,3,0,17534,11287,1704,1832
Company_F,2025-11-17,14891,546,72996,3039302350,8,0,8365,4779,172,1575
Company_F,2025-11-24,29721,1409,67718,5521132097,6,0,18364,9336,335,1686
Company_F,2025-12-01,30809,2001,129156,5857108428,2,0,18548,10031,348,1882
Company_F,2025-12-08,50875,3470,115619,9692276200,7,0,30778,16048,1965,2084
Company_F,2025-12-15,15401,957,68813,3032786591,4,0,6432,7484,75,1410
Company_F,2025-12-22,15200,723,59339,2973526782,1,0,7150,6408,372,1270
Company_F,2025-12-29,12669,238,27052,2441068093,2,0,9331,1808,682,848
Company_E,2024-01-01,1873,17,2250,85028610,942,0,1516,139,215,3
Company_E,2024-01-08,1540,16,1801,66057935,793,0,1196,142,198,4
Company_E,2024-01-15,1560,17,1831,70063424,832,0,1208,144,208,0
Company_E,2024-01-22,1896,27,2223,79823287,970,0,1427,216,251,2
Company_E,2024-01-29,2367,41,2694,100852309,1228,0,1865,298,203,1
Company_E,2024-02-05,1855,19,2130,77566706,1083,0,1426,203,225,1
Company_E,2024-02-12,2640,34,3025,105292933,1651,0,1988,306,344,2
Company_E,2024-02-19,3114,58,3537,113121402,1967,0,2306,388,417,3
Company_E,2024-02-26,3795,92,4335,148468692,2197,0,2785,531,478,1
Company_E,2024-03-04,2359,53,2725,97836567,1454,0,1619,354,385,1
Company_E,2024-03-11,2351,39,2710,94472079,1447,0,1545,380,425,1
Company_E,2024-03-18,2352,43,2716,92633042,1401,0,1635,366,350,1
Company_E,2024-03-25,2397,67,2787,102632568,1303,0,1650,398,347,2
Company_E,2024-04-01,2239,128,2775,123548280,1162,0,1261,664,298,16
Company_E,2024-04-08,2803,169,3297,125718884,1935,0,1682,523,587,11
Company_E,2024-04-15,4052,110,4863,196517456,2379,0,2659,865,520,8
Company_E,2024-04-22,3446,128,4655,173463226,1893,0,2180,935,324,7
Company_E,2024-04-29,6109,405,6889,269408646,3706,0,3581,2110,417,1
Company_E,2024-05-06,4619,604,5229,231663325,2988,0,2303,1957,358,1
Company_E,2024-05-13,6412,889,7333,294732706,4178,0,2863,3113,435,1
Company_E,2024-05-20,7186,1020,8064,316921170,4666,0,2810,3955,420,1
Company_E,2024-05-27,7180,845,8133,305983661,4557,0,3217,3373,588,2
Company_E,2024-06-03,11922,819,13187,484822014,7712,0,5885,4943,1082,12
Company_E,2024-06-10,9969,517,10971,378345732,7015,0,5667,3305,995,2
Company_E,2024-06-17,18864,1026,21357,715284521,13621,0,9474,7373,2015,2
Company_E,2024-06-24,19759,845,22326,766636349,13654,0,9248,8702,1808,1
Company_E,2024-07-01,25601,1094,29250,1048196575,16355,0,13107,9932,2561,1
Company_E,2024-07-08,7871,401,9078,380882877,4892,0,3811,3222,837,1
Company_E,2024-07-15,11161,548,12999,534171221,7279,0,4960,4930,1268,3
Company_E,2024-07-22,17057,908,20349,782194455,11099,0,7390,8236,1428,3
Company_E,2024-07-29,12799,915,15627,601808318,8369,0,2306,9234,1258,1
Company_E,2024-08-05,27192,1362,32122,1077466330,18011,0,12564,13056,1572,0
Company_E,2024-08-12,18121,803,21722,745146990,12270,0,8808,7967,1344,2
Company_E,2024-08-19,15452,605,18132,664385796,10050,0,8318,6231,903,0
Company_E,2024-08-26,15900,835,18165,672266482,10081,0,5816,8746,1338,0
Company_E,2024-09-02,21559,1094,25061,928364597,13719,0,6815,13302,1442,0
Company_E,2024-09-09,16066,772,18689,706801546,9430,0,7009,7535,1519,3
Company_E,2024-09-16,14112,594,17321,697509064,8830,0,7088,6332,691,1
Company_E,2024-09-23,13187,554,15894,599483814,7984,0,5965,6670,550,2
Company_E,2024-09-30,16070,683,19114,719920481,9590,0,7409,8079,580,2
Company_E,2024-10-07,27766,855,32542,1138477008,16836,0,18214,8341,1207,4
Company_E,2024-10-14,16665,582,19071,654067658,10998,0,10947,4871,845,2
Company_E,2024-10-21,17928,541,20782,745065832,11657,0,10934,6140,852,2
Company_E,2024-10-28,15937,625,18248,687785235,9882,0,8456,6677,800,4
Company_E,2024-11-04,17591,799,20373,740542312,11245,0,7576,9155,860,0
Company_E,2024-11-11,25508,727,28536,912228485,16356,0,17676,6552,1280,0
Company_E,2024-11-18,18539,751,21113,690705984,11630,0,11699,5900,940,0
Company_E,2024-11-25,25685,1298,28727,961452781,16965,0,15503,9412,767,3
Company_E,2024-12-02,29072,2323,31843,978506037,21123,0,11781,16487,803,1
Company_E,2024-12-09,39308,1913,43602,1343238771,26817,0,25952,12213,1143,0
Company_E,2024-12-16,25532,1320,28593,873383936,18350,0,16150,8885,497,0
Company_E,2024-12-23,28329,1425,32045,1021120922,18863,0,19012,8749,568,0
Company_E,2024-12-30,32478,1389,35954,1101158649,21089,0,23359,8460,658,1
Company_E,2025-01-06,20352,857,22303,705548691,13532,0,14700,5161,490,1
Company_E,2025-01-13,19143,1397,21333,677659711,13569,0,9782,8650,711,0
Company_E,2025-01-20,22468,1967,24293,703201852,16463,0,8576,13349,542,1
Company_E,2025-01-27,31103,2446,33447,971203346,22555,0,12200,18339,564,0
Company_E,2025-02-03,23126,2309,24668,712906366,17427,0,6323,16490,312,1
Company_E,2025-02-10,23033,2417,24967,721818996,17664,0,6323,16396,307,7
Company_E,2025-02-17,24018,2171,26235,744052142,18508,0,9382,14049,587,0
Company_E,2025-02-24,27596,2106,30815,948533576,20209,0,9875,17054,667,0
Company_E,2025-03-03,26307,2274,28181,873076429,18755,0,9367,16492,447,1
Company_E,2025-03-10,20145,1657,21617,661072370,14857,0,6208,13627,310,0
Company_E,2025-03-17,20211,1760,21861,665970620,15209,0,6519,13368,324,0
Company_E,2025-03-24,17196,1583,19037,571530361,13008,0,6635,10316,245,0
Company_E,2025-03-31,34823,4519,37941,1209207285,27823,0,11784,22410,629,0
Company_E,2025-04-07,22708,2003,24576,831059801,16327,0,9226,13294,188,0
Company_E,2025-04-14,16284,1168,17788,622532218,11236,0,7458,8634,191,1
Company_E,2025-04-21,16229,1206,17795,626290350,11000,0,7378,8515,334,2
Company_E,2025-04-28,19225,1347,21083,718688246,12856,0,9667,9246,311,1
Company_E,2025-05-05,17292,1254,18920,646307632,11888,0,8406,8421,460,5
Company_E,2025-05-12,14772,1242,15856,525318802,10803,0,6441,8110,219,2
Company_E,2025-05-19,13394,1044,19559,646973512,9078,0,6292,6865,234,3
Company_E,2025-05-26,15555,1129,17257,573347104,10677,0,7488,7777,290,0
Company_E,2025-06-02,18126,1172,20255,657677470,11667,0,10674,6992,460,0
Company_E,2025-06-09,13490,1013,14450,470541013,9881,0,5924,7352,214,0
Company_E,2025-06-16,11919,1035,12729,426232043,8819,0,5282,6471,165,1
Company_E,2025-06-23,15419,1176,17116,590589168,10701,0,7500,7445,472,2
Company_E,2025-06-30,18485,1245,20079,647993271,12286,0,9947,8170,364,4
Company_E,2025-07-07,13247,947,19998,674700113,8647,0,6688,6276,279,4
Company_E,2025-07-14,10677,850,11661,400482605,7539,0,4551,5989,136,1
Company_E,2025-07-21,14366,1204,16267,529714332,9952,0,5962,8174,229,1
Company_E,2025-07-28,16322,1322,17695,562999378,10832,0,6606,9582,133,1
Company_E,2025-08-04,19392,1382,21162,643344467,12507,0,9169,9842,381,0
Company_E,2025-08-11,18908,1450,19990,596110929,14277,0,4018,14696,193,1
Company_E,2025-08-18,32475,1954,34834,1020385935,25724,0,4535,27706,233,1
Company_E,2025-08-25,33726,1608,35913,1103837736,24656,0,6159,27220,346,1
Company_E,2025-09-01,26473,1703,28817,888728732,18810,0,6192,20061,220,0
Company_E,2025-09-08,28812,1327,31294,956334118,20407,0,8334,19853,623,2
Company_E,2025-09-15,23470,1053,25184,770712794,17418,0,5407,17590,473,0
Company_E,2025-09-22,31940,985,34848,1085271918,22301,0,9545,21758,634,3
Company_E,2025-09-29,24393,1393,26550,820848159,15038,0,8757,15300,335,1
Company_E,2025-10-06,21581,1612,23252,684106179,11724,0,8818,12185,578,0
Company_E,2025-10-13,14848,1343,15847,455891851,8585,0,5375,9226,247,0
Company_E,2025-10-20,24403,1459,25804,720602679,13930,0,8876,15157,365,5
Company_E,2025-10-27,31171,1757,33293,987945761,20101,0,6788,24052,331,0
Company_E,2025-11-03,34708,1668,36734,953296770,19791,0,10557,23811,338,2
Company_E,2025-11-10,32889,1629,35506,1007578377,21741,0,7645,24458,786,0
Company_E,2025-11-17,20395,1149,21822,598718358,12095,0,6063,14171,161,0
Company_E,2025-11-24,21571,1162,23331,673090501,11897,0,7919,13302,350,0
Company_E,2025-12-01,24420,1769,26212,751910409,15467,0,9647,14414,359,0
Company_E,2025-12-08,36501,2252,39310,1084389304,23430,0,15015,20573,913,0
Company_E,2025-12-15,26230,1688,27694,769086765,19725,0,4773,21196,261,0
Company_E,2025-12-22,30071,1353,32049,857153638,19853,0,12015,17684,372,0
Company_E,2025-12-29,22484,845,24140,596750651,12423,0,10992,11245,247,0
